SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE
309081262,Varsity Lakes,33430,Gold Coast (C),1,100
309091263,Ashmore,33430,Gold Coast (C),1,100
309091264,Molendinar,33430,Gold Coast (C),1,100
309091265,Parkwood,33430,Gold Coast (C),1,100
309091266,Southport,33430,Gold Coast (C),1,100
309101267,Benowa,33430,Gold Coast (C),1,100
309101268,Bundall,33430,Gold Coast (C),1,100
309101269,Main Beach,33430,Gold Coast (C),1,100
309101270,Surfers Paradise,33430,Gold Coast (C),1,100
310011271,Darra - Sumner,31000,Brisbane (C),1,100
310011272,Durack,31000,Brisbane (C),1,100
310011273,Forest Lake - Doolandella,31000,Brisbane (C),1,100
310011274,Inala - Richlands,31000,Brisbane (C),1,100
310011275,Oxley (Qld),31000,Brisbane (C),1,100
310011276,Wacol,31000,Brisbane (C),1,100
310021277,Boonah,36510,Scenic Rim (R),1,100
310021278,Esk,36580,Somerset (R),1,100
310021279,Lake Manchester - England Creek,31000,Brisbane (C),1,100
310021280,Lockyer Valley - East,34580,Lockyer Valley (R),0.9998859,99.9885918
310021280,Lockyer Valley - East,36580,Somerset (R),0.0001141,0.0114082
310021281,Lowood,36580,Somerset (R),1,100
310021282,Rosewood,33960,Ipswich (C),1,100
310031283,Brassall,33960,Ipswich (C),1,100
310031284,Bundamba,33960,Ipswich (C),1,100
310031285,Churchill - Yamanto,33960,Ipswich (C),1,100
310031286,Ipswich - Central,33960,Ipswich (C),1,100
310031287,Ipswich - East,33960,Ipswich (C),1,100
310031288,Ipswich - North,31000,Brisbane (C),0.0202384,2.0238361
310031288,Ipswich - North,33960,Ipswich (C),0.9797616,97.9761639
310031289,Karalee - Barellan Point,33960,Ipswich (C),1,100
310031290,Karana Downs,31000,Brisbane (C),1,100
310031291,Leichhardt - One Mile,33960,Ipswich (C),1,100
310031292,North Ipswich - Tivoli,33960,Ipswich (C),1,100
310031293,Raceview,33960,Ipswich (C),1,100
310031294,Ripley,33960,Ipswich (C),1,100
310031295,Riverview,33960,Ipswich (C),1,100
310041296,Bellbird Park - Brookwater,33960,Ipswich (C),1,100
310041297,Camira - Gailes,33960,Ipswich (C),1,100
310041298,Carole Park,33960,Ipswich (C),1,100
310041299,Collingwood Park - Redbank,33960,Ipswich (C),1,100
310041300,Goodna,33960,Ipswich (C),1,100
310041301,New Chum,33960,Ipswich (C),1,100
310041302,Redbank Plains,33960,Ipswich (C),1,100
310041303,Springfield,33960,Ipswich (C),1,100
310041304,Springfield Lakes,33960,Ipswich (C),1,100
311011305,Beaudesert,36510,Scenic Rim (R),1,100
311021306,Beenleigh,34590,Logan (C),1,100
311021307,Eagleby,34590,Logan (C),1,100
311021308,Edens Landing - Holmview,34590,Logan (C),1,100
311021309,Mount Warren Park,34590,Logan (C),1,100
311021310,Wolffdene - Bahrs Scrub,34590,Logan (C),1,100
311031311,Boronia Heights - Park Ridge,34590,Logan (C),1,100
311031312,Browns Plains,34590,Logan (C),1,100
311031313,Chambers Flat - Logan Reserve,34590,Logan (C),1,100
311031314,Crestmead,34590,Logan (C),1,100
311031315,Greenbank Military Camp,34590,Logan (C),1,100
311031316,Hillcrest,34590,Logan (C),1,100
311031317,Marsden,34590,Logan (C),1,100
311031318,Munruben - Park Ridge South,34590,Logan (C),1,100
311031319,Regents Park - Heritage Park,34590,Logan (C),1,100
311041320,Greenbank,34590,Logan (C),1,100
311041321,Jimboomba,34590,Logan (C),1,100
311041322,Logan Village,34590,Logan (C),1,100
311051323,Bethania - Waterford,34590,Logan (C),1,100
311051324,Cornubia - Carbrook,34590,Logan (C),1,100
311051325,Loganholme - Tanah Merah,34590,Logan (C),1,100
311051326,Loganlea,34590,Logan (C),1,100
311051327,Shailer Park,34590,Logan (C),1,100
311051328,Waterford West,34590,Logan (C),1,100
311061329,Daisy Hill,34590,Logan (C),1,100
311061330,Kingston,34590,Logan (C),1,100
311061331,Logan Central,34590,Logan (C),1,100
311061332,Rochedale South - Priestdale,34590,Logan (C),1,100
311061333,Slacks Creek,34590,Logan (C),1,100
311061334,Springwood,34590,Logan (C),1,100
311061335,Underwood,34590,Logan (C),1,100
311061336,Woodridge,34590,Logan (C),1,100
312011337,Bowen,37340,Whitsunday (R),1,100
312011338,Broadsound - Nebo,33980,Isaac (R),1,100
312011339,Clermont,33980,Isaac (R),1,100
312011340,Collinsville,37340,Whitsunday (R),0.9999995,99.9999506
312011341,Moranbah,33980,Isaac (R),1,100
312021342,Andergrove - Beaconsfield,34770,Mackay (R),1,100
312021343,East Mackay,34770,Mackay (R),1,100
312021344,Eimeo - Rural View,34770,Mackay (R),1,100
312021345,Eungella Hinterland,34770,Mackay (R),1,100
312021346,Mackay,34770,Mackay (R),1,100
312021347,Mackay Harbour,34770,Mackay (R),1,100
312021348,Mount Pleasant - Glenella,34770,Mackay (R),1,100
312021349,North Mackay,34770,Mackay (R),1,100
312021350,Ooralea - Bakers Creek,34770,Mackay (R),1,100
312021351,Pioneer Valley,34770,Mackay (R),1,100
312021352,Sarina,34770,Mackay (R),1,100
312021353,Seaforth - Calen,34770,Mackay (R),1,100
312021354,Shoal Point - Bucasia,34770,Mackay (R),1,100
312021355,Slade Point,34770,Mackay (R),1,100
312021356,South Mackay,34770,Mackay (R),1,100
312021357,Walkerston - Eton,34770,Mackay (R),1,100
312021358,West Mackay,34770,Mackay (R),1,100
312031359,Airlie - Whitsundays,37340,Whitsunday (R),1,100
312031360,Cape Conway,37340,Whitsunday (R),1,100
312031361,Proserpine,37340,Whitsunday (R),1,100
313011362,Beachmere - Sandstone Point,35010,Moreton Bay (R),1,100
313011363,Bribie Island,35010,Moreton Bay (R),0.9999995,99.9999472
313021364,Burpengary - East,35010,Moreton Bay (R),1,100
313021365,Caboolture,35010,Moreton Bay (R),1,100
313021366,Caboolture - South,35010,Moreton Bay (R),1,100
313021367,Elimbah,35010,Moreton Bay (R),1,100
313021368,Morayfield - East,35010,Moreton Bay (R),1,100
313021369,Wamuran,35010,Moreton Bay (R),1,100
313031370,Kilcoy,36580,Somerset (R),1,100
313031371,Woodford - D'Aguilar,35010,Moreton Bay (R),1,100
313041372,Burpengary,35010,Moreton Bay (R),1,100
313041373,Deception Bay,35010,Moreton Bay (R),1,100
313041374,Morayfield,35010,Moreton Bay (R),1,100
313041375,Narangba,35010,Moreton Bay (R),1,100
313041376,Upper Caboolture,35010,Moreton Bay (R),1,100
313051377,Clontarf,35010,Moreton Bay (R),1,100
313051378,Margate - Woody Point,35010,Moreton Bay (R),1,100
313051379,Redcliffe,35010,Moreton Bay (R),1,100
313051380,Rothwell - Kippa-Ring,35010,Moreton Bay (R),1,100
313051381,Scarborough - Newport,35010,Moreton Bay (R),1,100
314011382,Albany Creek,35010,Moreton Bay (R),1,100
314011383,Cashmere,35010,Moreton Bay (R),1,100
314011384,Dayboro,35010,Moreton Bay (R),1,100
314011385,Eatons Hill,35010,Moreton Bay (R),1,100
314011386,Hills District,35010,Moreton Bay (R),1,100
314011387,Samford Valley,35010,Moreton Bay (R),1,100
314021388,Dakabin - Kallangur,35010,Moreton Bay (R),1,100
314021389,Murrumba Downs - Griffin,35010,Moreton Bay (R),1,100
314021390,North Lakes - Mango Hill,35010,Moreton Bay (R),1,100
314031391,Bray Park,35010,Moreton Bay (R),1,100
314031392,Lawnton,35010,Moreton Bay (R),1,100
314031393,Petrie,35010,Moreton Bay (R),1,100
314031394,Strathpine - Brendale,35010,Moreton Bay (R),1,100
315011395,Aurukun,30250,Aurukun (S),1,100
315011396,Cape York,32070,Cairns (R),0.0063775,0.6377465
315011396,Cape York,32500,Cook (S),0.5885501,58.8550089
315011396,Cape York,33830,Hope Vale (S),0.1397744,13.9774351
315011396,Cape York,34570,Lockhart River (S),0.0687355,6.8735518
315011396,Cape York,34830,Mapoon (S),0.0372716,3.7271647
315011396,Cape York,35670,Napranum (S),0.1214526,12.1452564
315011396,Cape York,37570,Wujal Wujal (S),0.0378382,3.7838225
315011397,Croydon - Etheridge,32600,Croydon (S),0.2595118,25.9511794
315011397,Croydon - Etheridge,33100,Etheridge (S),0.7404882,74.0488206
315011398,Kowanyama - Pormpuraaw,34420,Kowanyama (S),0.6088491,60.8849146
315011398,Kowanyama - Pormpuraaw,36070,Pormpuraaw (S),0.3911509,39.1150854
315011399,Northern Peninsula,35780,Northern Peninsula Area (R),1,100
315011400,Tablelands,36810,Tablelands (R),1,100
315011401,Torres,36950,Torres (S),1,100
315011402,Torres Strait Islands,36960,Torres Strait Island (R),1,100
315011403,Weipa,37300,Weipa (T),0.9999994,99.99994
315021404,Carpentaria,31950,Burke (S),0.1025138,10.251385
315021404,Carpentaria,32250,Carpentaria (S),0.4084603,40.8460331
315021404,Carpentaria,32770,Doomadgee (S),0.2554816,25.5481627
315021404,Carpentaria,35250,Mornington (S),0.2264837,22.6483735
315021404,Carpentaria,35300,Mount Isa (C),0.0070605,0.7060457
315021405,Mount Isa,35300,Mount Isa (C),1,100
315021406,Mount Isa Region,32450,Cloncurry (S),0.8370145,83.7014455
315021406,Mount Isa Region,35300,Mount Isa (C),0.1629855,16.2985545
315021407,Northern Highlands,33200,Flinders (S),0.4877534,48.7753429
315021407,Northern Highlands,34800,McKinlay (S),0.2863731,28.6373121
315021407,Northern Highlands,36300,Richmond (S),0.2258735,22.587345
315031408,Barcaldine - Blackall,30410,Barcaldine (R),0.5937505,59.3750509
315031408,Barcaldine - Blackall,30760,Blackall Tambo (R),0.4062495,40.6249491
315031409,Charleville,35600,Murweh (S),1,100
315031410,Far Central West,30450,Barcoo (S),0.1439828,14.3982757
315031410,Far Central West,30900,Boulia (S),0.1961542,19.6154214
315031410,Far Central West,32750,Diamantina (S),0.1142018,11.4201796
315031410,Far Central West,37400,Winton (S),0.5456612,54.5661234
315031411,Far South West,31750,Bulloo (S),0.1252251,12.5225106
315031411,Far South West,35800,Paroo (S),0.5735408,57.3540824
315031411,Far South West,36150,Quilpie (S),0.3012341,30.123407
315031412,Longreach,34710,Longreach (R),1,100
316011413,Buderim - North,36710,Sunshine Coast (R),1,100
316011414,Buderim - South,36710,Sunshine Coast (R),1,100
316011415,Mountain Creek,36710,Sunshine Coast (R),1,100
316011416,Sippy Downs,36710,Sunshine Coast (R),1,100
316021417,Aroona - Currimundi,36710,Sunshine Coast (R),1,100
316021418,Buddina - Minyama,36710,Sunshine Coast (R),1,100
316021419,Caloundra - Kings Beach,36710,Sunshine Coast (R),1,100
316021420,Caloundra - West,36710,Sunshine Coast (R),1,100
316021421,Golden Beach - Pelican Waters,36710,Sunshine Coast (R),1,100
316021422,Moffat Beach - Battery Hill,36710,Sunshine Coast (R),1,100
316021423,Parrearra - Warana,36710,Sunshine Coast (R),1,100
316021424,Wurtulla - Birtinya,36710,Sunshine Coast (R),1,100
316031425,Coolum Beach,36710,Sunshine Coast (R),1,100
316031426,Marcoola - Mudjimba,36710,Sunshine Coast (R),1,100
316031427,Maroochydore - Kuluin,36710,Sunshine Coast (R),1,100
316031428,Mooloolaba - Alexandra Headland,36710,Sunshine Coast (R),1,100
316041429,Bli Bli,36710,Sunshine Coast (R),1,100
316041430,Diddillibah - Rosemount,36710,Sunshine Coast (R),1,100
316041431,Eumundi - Yandina,36710,Sunshine Coast (R),1,100
316041432,Nambour,36710,Sunshine Coast (R),1,100
316041433,Noosa Hinterland,36710,Sunshine Coast (R),1,100
316051434,Noosa Heads,36710,Sunshine Coast (R),1,100
316051435,Noosaville,36710,Sunshine Coast (R),1,100
316051436,Peregian,36710,Sunshine Coast (R),1,100
316051437,Sunshine Beach,36710,Sunshine Coast (R),1,100
316051438,Tewantin,36710,Sunshine Coast (R),1,100
316061439,Beerwah,36710,Sunshine Coast (R),1,100
316061440,Caloundra Hinterland,36710,Sunshine Coast (R),1,100
316061441,Glass House Mountains,36710,Sunshine Coast (R),0.9999996,99.9999639
316061442,Landsborough,36710,Sunshine Coast (R),1,100
316061443,Maroochy Hinterland,36710,Sunshine Coast (R),1,100
316061444,Palmwoods,36710,Sunshine Coast (R),1,100
317011445,Cambooya - Wyreema,36910,Toowoomba (R),1,100
317011446,Darling Heights,36910,Toowoomba (R),1,100
317011447,Drayton - Harristown,36910,Toowoomba (R),1,100
317011448,Gatton,34580,Lockyer Valley (R),1,100
317011449,Gowrie (Qld),36910,Toowoomba (R),1,100
317011450,Highfields,36910,Toowoomba (R),1,100
317011451,Lockyer Valley - West,34580,Lockyer Valley (R),1,100
317011452,Middle Ridge,36910,Toowoomba (R),1,100
317011453,Newtown (Qld),36910,Toowoomba (R),1,100
317011454,North Toowoomba - Harlaxton,36910,Toowoomba (R),1,100
317011455,Rangeville,36910,Toowoomba (R),1,100
317011456,Toowoomba - Central,36910,Toowoomba (R),1,100
317011457,Toowoomba - East,36910,Toowoomba (R),1,100
317011458,Toowoomba - West,36910,Toowoomba (R),1,100
317011459,Wilsonton,36910,Toowoomba (R),1,100
318011460,Ayr,31900,Burdekin (S),1,100
318011461,Burdekin,31900,Burdekin (S),1,100
318011462,Charters Towers,32310,Charters Towers (R),1,100
318011463,Dalrymple,32310,Charters Towers (R),1,100
318011464,Ingham,33800,Hinchinbrook (S),1,100
318011465,Ingham Region,33800,Hinchinbrook (S),1,100
318011466,Palm Island,35790,Palm Island (S),1,100
318021467,Aitkenvale,37010,Townsville (C),1,100
318021468,Annandale,37010,Townsville (C),1,100
318021469,Belgian Gardens - Pallarenda,37010,Townsville (C),1,100
318021470,Bohle Plains,37010,Townsville (C),1,100
318021471,Condon - Rasmussen,37010,Townsville (C),1,100
318021472,Cranbrook,37010,Townsville (C),1,100
318021473,Deeragun,37010,Townsville (C),1,100
318021474,Douglas,37010,Townsville (C),1,100
318021475,Garbutt - West End,37010,Townsville (C),1,100
318021476,Gulliver - Currajong - Vincent,37010,Townsville (C),1,100
318021477,Heatley,37010,Townsville (C),1,100
318021478,Hermit Park - Rosslea,37010,Townsville (C),1,100
318021479,Hyde Park - Pimlico,37010,Townsville (C),1,100
318021480,Kelso,37010,Townsville (C),1,100
318021481,Kirwan - East,37010,Townsville (C),1,100
318021482,Kirwan - West,37010,Townsville (C),1,100
318021483,Magnetic Island,37010,Townsville (C),1,100
318021484,Mount Louisa,37010,Townsville (C),1,100
318021485,Mundingburra,37010,Townsville (C),1,100
318021486,Northern Beaches,37010,Townsville (C),1,100
318021487,Oonoonba,37010,Townsville (C),1,100
318021488,South Townsville - Railway Estate,37010,Townsville (C),1,100
318021489,Townsville - South,31900,Burdekin (S),0.0171634,1.7163434
318021489,Townsville - South,37010,Townsville (C),0.9828366,98.2836566
318021490,Townsville City - North Ward,37010,Townsville (C),1,100
318021491,Wulguru - Roseneath,37010,Townsville (C),1,100
319011492,Ashfield - Kepnock,31820,Bundaberg (R),1,100
319011493,Bargara - Burnett Heads,31820,Bundaberg (R),1,100
319011494,Branyan - Kensington,31820,Bundaberg (R),1,100
319011495,Bundaberg,31820,Bundaberg (R),1,100
319011496,Bundaberg East - Kalkie,31820,Bundaberg (R),1,100
319011497,Bundaberg North - Gooburrum,31820,Bundaberg (R),1,100
319011498,Bundaberg Region - North,31820,Bundaberg (R),1,100
319011499,Bundaberg Region - South,31820,Bundaberg (R),1,100
319011500,Millbank - Avoca,31820,Bundaberg (R),1,100
319011501,Svensson Heights - Norville,31820,Bundaberg (R),1,100
319011502,Walkervale - Avenell Heights,31820,Bundaberg (R),1,100
319021503,Gayndah - Mundubbera,35760,North Burnett (R),1,100
319021504,Gin Gin,31820,Bundaberg (R),0.9999998,99.9999803
319021505,Kingaroy,36630,South Burnett (R),1,100
319021506,Kingaroy Region - North,32330,Cherbourg (S),0.1314355,13.1435511
319021506,Kingaroy Region - North,33620,Gympie (R),0.000965,0.0964967
319021506,Kingaroy Region - North,36630,South Burnett (R),0.8675995,86.7599521
319021507,Kingaroy Region - South,36630,South Burnett (R),1,100
319021508,Monto - Eidsvold,35760,North Burnett (R),1,100
319021509,Nanango,36630,South Burnett (R),1,100
319021510,North Burnett,31820,Bundaberg (R),1,100
319031511,Cooloola,33620,Gympie (R),0.9999995,99.9999476
319031512,Gympie - North,33620,Gympie (R),1,100
319031513,Gympie - South,33620,Gympie (R),1,100
319031514,Gympie Region,33220,Fraser Coast (R),0.0008299,0.0829948
319031514,Gympie Region,33620,Gympie (R),0.9991701,99.9170052
319031515,Kilkivan,33620,Gympie (R),1,100
319041516,Booral - River Heads,33220,Fraser Coast (R),1,100
319041517,Craignish - Dundowran Beach,33220,Fraser Coast (R),1,100
319041518,Pialba - Eli Waters,33220,Fraser Coast (R),1,100
319041519,Point Vernon,33220,Fraser Coast (R),1,100
319041520,Torquay - Scarness - Kawungan,33220,Fraser Coast (R),1,100
319041521,Urangan - Wondunna,33220,Fraser Coast (R),1,100
319051522,Burrum - Fraser,33220,Fraser Coast (R),1,100
319051523,Granville,33220,Fraser Coast (R),1,100
319051524,Maryborough (Qld),33220,Fraser Coast (R),1,100
319051525,Maryborough Region - South,33220,Fraser Coast (R),0.9909756,99.0975568
319051525,Maryborough Region - South,33620,Gympie (R),0.0090244,0.9024432
319051526,Tinana,33220,Fraser Coast (R),1,100
401011001,Adelaide,40070,Adelaide (C),1,100
401011002,North Adelaide,40070,Adelaide (C),1,100
401021003,Adelaide Hills,40120,Adelaide Hills (DC),1,100
401021004,Aldgate - Stirling,40120,Adelaide Hills (DC),0.9898967,98.9896696
401021004,Aldgate - Stirling,44550,Mount Barker (DC),0.0101033,1.0103304
401021005,Hahndorf - Echunga,44550,Mount Barker (DC),1,100
401021006,Lobethal - Woodside,40120,Adelaide Hills (DC),0.9938963,99.3896326
401021006,Lobethal - Woodside,44550,Mount Barker (DC),0.0061037,0.6103674
401021007,Mount Barker,44550,Mount Barker (DC),1,100
401021008,Mount Barker Region,44550,Mount Barker (DC),1,100
401021009,Nairne,44550,Mount Barker (DC),1,100
401021010,Uraidla - Summertown,40120,Adelaide Hills (DC),1,100
401031011,Burnside - Wattle Park,40700,Burnside (C),1,100
401031012,Glenside - Beaumont,40700,Burnside (C),1,100
401031013,Toorak Gardens,40700,Burnside (C),1,100
401041014,Athelstone,40910,Campbelltown (C),1,100
401041015,Paradise - Newton,40910,Campbelltown (C),1,100
401041016,Rostrevor - Magill,40120,Adelaide Hills (DC),0.0164784,1.6478398
401041016,Rostrevor - Magill,40910,Campbelltown (C),0.9835216,98.3521602
401051017,Norwood (SA),45290,Norwood Payneham St Peters (C),1,100
401051018,Payneham - Felixstow,45290,Norwood Payneham St Peters (C),1,100
401051019,St Peters - Marden,45290,Norwood Payneham St Peters (C),1,100
401061020,Nailsworth - Broadview,46510,Prospect (C),1,100
401061021,Prospect,46510,Prospect (C),1,100
401061022,Walkerville,48260,Walkerville (M),1,100
401071023,Goodwood - Millswood,47980,Unley (C),1,100
401071024,Unley - Parkside,47980,Unley (C),1,100
402011025,Gawler - North,42030,Gawler (T),0.3910106,39.1010572
402011025,Gawler - North,43650,Light (RegC),0.6089894,60.8989428
402011026,Gawler - South,40310,Barossa (DC),0.0292232,2.9223165
402011026,Gawler - South,42030,Gawler (T),0.9707768,97.0776835
402011027,Lewiston - Two Wells,43920,Mallala (DC),1,100
402021028,Craigmore - Blakeview,45680,Playford (C),1,100
402021029,Davoren Park,45680,Playford (C),1,100
402021030,Elizabeth,45680,Playford (C),0.961729,96.1729049
402021030,Elizabeth,47140,Salisbury (C),0.038271,3.8270951
402021031,Elizabeth East,45680,Playford (C),1,100
402021032,Munno Para West - Angle Vale,45680,Playford (C),1,100
402021033,One Tree Hill,45680,Playford (C),1,100
402021034,Smithfield - Elizabeth North,45680,Playford (C),1,100
402021035,Virginia - Waterloo Corner,45680,Playford (C),0.8985251,89.8525139
402021035,Virginia - Waterloo Corner,47140,Salisbury (C),0.1014749,10.1474861
402031036,Enfield - Blair Athol,45890,Port Adelaide Enfield (C),1,100
402031037,Northgate - Oakden - Gilles Plains,45890,Port Adelaide Enfield (C),0.7391899,73.9189917
402031037,Northgate - Oakden - Gilles Plains,47140,Salisbury (C),0.1308137,13.0813707
402031037,Northgate - Oakden - Gilles Plains,47700,Tea Tree Gully (C),0.1299964,12.9996376
402031038,Windsor Gardens,45890,Port Adelaide Enfield (C),1,100
402041039,Dry Creek - North,47140,Salisbury (C),1,100
402041040,Ingle Farm,47140,Salisbury (C),0.9999999,99.9999932
402041041,Para Hills,47140,Salisbury (C),0.9161649,91.616493
402041041,Para Hills,47700,Tea Tree Gully (C),0.0838351,8.383507
402041042,Parafield,47140,Salisbury (C),1,100
402041043,Parafield Gardens,47140,Salisbury (C),1,100
402041044,Paralowie,47140,Salisbury (C),1,100
402041045,Pooraka,47140,Salisbury (C),1,100
402041046,Salisbury,47140,Salisbury (C),1,100
402041047,Salisbury East,47140,Salisbury (C),0.9524032,95.2403153
402041047,Salisbury East,47700,Tea Tree Gully (C),0.0475968,4.7596847
402041048,Salisbury North,47140,Salisbury (C),1,100
402051049,Golden Grove,47700,Tea Tree Gully (C),1,100
402051050,Greenwith,47700,Tea Tree Gully (C),1,100
402051051,Highbury - Dernancourt,45890,Port Adelaide Enfield (C),0.0220012,2.2001218
402051051,Highbury - Dernancourt,47700,Tea Tree Gully (C),0.9779988,97.7998782
402051052,Hope Valley - Modbury,45890,Port Adelaide Enfield (C),0.0363474,3.6347381
402051052,Hope Valley - Modbury,47700,Tea Tree Gully (C),0.9636526,96.3652619
402051053,Modbury Heights,47700,Tea Tree Gully (C),1,100
402051054,Redwood Park,47700,Tea Tree Gully (C),1,100
402051055,St Agnes - Ridgehaven,47700,Tea Tree Gully (C),1,100
403011056,Brighton (SA),42600,Holdfast Bay (C),1,100
403011057,Glenelg (SA),42600,Holdfast Bay (C),0.9999999,99.9999949
403021058,Edwardstown,44060,Marion (C),1,100
403021059,Hallett Cove,44060,Marion (C),1,100
403021060,Marino - Seaview Downs,42600,Holdfast Bay (C),0.1471335,14.7133546
403021060,Marino - Seaview Downs,44060,Marion (C),0.8528665,85.2866454
403021061,Mitchell Park,44060,Marion (C),1,100
403021062,Morphettville,44060,Marion (C),1,100
403021063,Sheidow Park - Trott Park,44060,Marion (C),1,100
403021064,Warradale,44060,Marion (C),1,100
403031065,Belair,44340,Mitcham (C),1,100
403031066,Bellevue Heights,44340,Mitcham (C),1,100
403031067,Blackwood,44340,Mitcham (C),1,100
403031068,Colonel Light Gardens,44340,Mitcham (C),1,100
403031069,Mitcham (SA),44340,Mitcham (C),1,100
403031070,Panorama,44340,Mitcham (C),1,100
403041071,Aberfoyle Park,45340,Onkaparinga (C),1,100
403041072,Aldinga,45340,Onkaparinga (C),1,100
403041073,Christie Downs,45340,Onkaparinga (C),1,100
403041074,Christies Beach,45340,Onkaparinga (C),1,100
403041075,Clarendon,45340,Onkaparinga (C),1,100
403041076,Coromandel Valley,44340,Mitcham (C),0.2903217,29.0321736
403041076,Coromandel Valley,45340,Onkaparinga (C),0.7096783,70.9678264
403041077,Flagstaff Hill,45340,Onkaparinga (C),1,100
403041078,Hackham - Onkaparinga Hills,45340,Onkaparinga (C),1,100
403041079,Hackham West - Huntfield Heights,45340,Onkaparinga (C),1,100
403041080,Happy Valley,45340,Onkaparinga (C),1,100
403041081,Happy Valley Reservoir,45340,Onkaparinga (C),1,100
403041082,Lonsdale,45340,Onkaparinga (C),1,100
403041083,McLaren Vale,45340,Onkaparinga (C),1,100
403041084,Morphett Vale - East,45340,Onkaparinga (C),1,100
403041085,Morphett Vale - West,45340,Onkaparinga (C),1,100
403041086,Reynella,45340,Onkaparinga (C),0.9999999,99.9999898
403041087,Seaford (SA),45340,Onkaparinga (C),1,100
403041088,Willunga,45340,Onkaparinga (C),1,100
403041089,Woodcroft,45340,Onkaparinga (C),1,100
404011090,Beverley,41060,Charles Sturt (C),1,100
404011091,Flinders Park,41060,Charles Sturt (C),1,100
404011092,Henley Beach,41060,Charles Sturt (C),1,100
404011093,Hindmarsh - Brompton,41060,Charles Sturt (C),1,100
404011094,Royal Park - Hendon - Albert Park,41060,Charles Sturt (C),1,100
404011095,Seaton - Grange,41060,Charles Sturt (C),1,100
404011096,West Lakes,41060,Charles Sturt (C),1,100
404011097,Woodville - Cheltenham,41060,Charles Sturt (C),1,100
404021098,Dry Creek - South,45890,Port Adelaide Enfield (C),1,100
404021099,Largs Bay - Semaphore,45890,Port Adelaide Enfield (C),1,100
404021100,North Haven,45890,Port Adelaide Enfield (C),1,100
404021101,Port Adelaide,45890,Port Adelaide Enfield (C),1,100
404021102,The Parks,41060,Charles Sturt (C),0.0051579,0.5157909
404021102,The Parks,45890,Port Adelaide Enfield (C),0.9948421,99.4842091
404021103,Torrens Island,49399,Unincorporated SA,1,100
404031104,Adelaide Airport,48410,West Torrens (C),1,100
404031105,Fulham,48410,West Torrens (C),1,100
404031106,Lockleys,48410,West Torrens (C),1,100
404031107,Plympton,42600,Holdfast Bay (C),0.0088317,0.883171
404031107,Plympton,48410,West Torrens (C),0.9911683,99.116829
404031108,Richmond (SA),48410,West Torrens (C),1,100
404031109,West Beach,41060,Charles Sturt (C),0.5944199,59.4419875
404031109,West Beach,48410,West Torrens (C),0.4055801,40.5580125
405011110,Barossa - Angaston,40310,Barossa (DC),1,100
405011111,Light,43650,Light (RegC),1,100
405011112,Lyndoch,40310,Barossa (DC),1,100
405011113,Mallala,43920,Mallala (DC),1,100
405011114,Nuriootpa,40310,Barossa (DC),0.9451895,94.5189517
405011114,Nuriootpa,43650,Light (RegC),0.0548105,5.4810483
405011115,Tanunda,40310,Barossa (DC),1,100
405021116,Clare,41140,Clare and Gilbert Valleys (DC),1,100
405021117,Gilbert Valley,41140,Clare and Gilbert Valleys (DC),1,100
405021118,Goyder,41140,Clare and Gilbert Valleys (DC),0.006448,0.6448011
405021118,Goyder,42110,Goyder (DC),0.993552,99.3551989
405021119,Wakefield - Barunga West,40430,Barunga West (DC),0.2634927,26.3492719
405021119,Wakefield - Barunga West,41140,Clare and Gilbert Valleys (DC),0.0052009,0.5200922
405021119,Wakefield - Barunga West,41560,Copper Coast (DC),0.00087,0.0870044
405021119,Wakefield - Barunga West,46450,Port Pirie City and Dists (M),0.0058723,0.587228
405021119,Wakefield - Barunga West,48130,Wakefield (DC),0.724564,72.4564035
405031120,Jamestown,44830,Mount Remarkable (DC),0.0046104,0.4610423
405031120,Jamestown,45120,Northern Areas (DC),0.988145,98.8145002
405031120,Jamestown,45400,Orroroo/Carrieton (DC),0.0072446,0.7244575
405031121,Peterborough - Mount Remarkable,44830,Mount Remarkable (DC),0.5257594,52.5759441
405031121,Peterborough - Mount Remarkable,45400,Orroroo/Carrieton (DC),0.1553055,15.5305548
405031121,Peterborough - Mount Remarkable,45540,Peterborough (DC),0.318935,31.8935011
405031122,Port Pirie,46450,Port Pirie City and Dists (M),1,100
405031123,Port Pirie Region,46450,Port Pirie City and Dists (M),1,100
405041124,Kadina,40430,Barunga West (DC),0.0069205,0.6920479
405041124,Kadina,41560,Copper Coast (DC),0.9930795,99.3079521
405041125,Moonta,41560,Copper Coast (DC),1,100
405041126,Wallaroo,41560,Copper Coast (DC),1,100
405041127,Yorke Peninsula - North,48830,Yorke Peninsula (DC),0.9999984,99.9998441
405041128,Yorke Peninsula - South,48830,Yorke Peninsula (DC),0.9999987,99.9998741
406011129,Ceduna,41010,Ceduna (DC),1,100
406011130,Eyre Peninsula,43710,Lower Eyre Peninsula (DC),0.593827,59.3826987
406011130,Eyre Peninsula,47910,Tumby Bay (DC),0.4058578,40.5857813
406011130,Eyre Peninsula,49399,Unincorporated SA,0.0003152,0.0315201
406011131,Kimba - Cleve - Franklin Harbour,41190,Cleve (DC),0.4087631,40.8763078
406011131,Kimba - Cleve - Franklin Harbour,41960,Franklin Harbour (DC),0.2994603,29.9460316
