SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE
101011001,Goulburn,13310,Goulburn Mulwaree (A),1,100
101011002,Goulburn Region,13310,Goulburn Mulwaree (A),0.4690172,46.9017245
101011002,Goulburn Region,16180,Palerang (A),0.0113619,1.1361892
101011002,Goulburn Region,17640,Upper Lachlan Shire (A),0.5180712,51.8071226
101011002,Goulburn Region,18350,Wingecarribee (A),0.0003445,0.0344547
101011002,Goulburn Region,18710,Yass Valley (A),0.0012051,0.120509
101011003,Yass,18710,Yass Valley (A),1,100
101011004,Yass Region,11050,Boorowa (A),0.0229001,2.2900082
101011004,Yass Region,13700,Harden (A),0.0290942,2.9094239
101011004,Yass Region,17640,Upper Lachlan Shire (A),0.1131549,11.3154917
101011004,Yass Region,18710,Yass Valley (A),0.8348507,83.4850664
101011005,Young,13700,Harden (A),0.0108006,1.0800613
101011005,Young,18750,Young (A),0.9891994,98.9199387
101011006,Young Region,11050,Boorowa (A),0.2921527,29.2152719
101011006,Young Region,13700,Harden (A),0.4283191,42.8319116
101011006,Young Region,18750,Young (A),0.2795282,27.9528165
101021007,Braidwood,13310,Goulburn Mulwaree (A),0.0737055,7.3705494
101021007,Braidwood,16180,Palerang (A),0.9262945,92.6294506
101021008,Karabar,16470,Queanbeyan (C),1,100
101021009,Queanbeyan,16470,Queanbeyan (C),1,100
101021010,Queanbeyan - East,16470,Queanbeyan (C),1,100
101021011,Queanbeyan Region,12050,Cooma-Monaro (A),0.0535831,5.3583068
101021011,Queanbeyan Region,13310,Goulburn Mulwaree (A),0.0211829,2.1182871
101021011,Queanbeyan Region,16180,Palerang (A),0.7875107,78.751072
101021011,Queanbeyan Region,16470,Queanbeyan (C),0.1377233,13.7723341
101021012,Queanbeyan West - Jerrabomberra,16470,Queanbeyan (C),1,100
101031013,Bombala,11000,Bombala (A),0.9966889,99.668895
101031013,Bombala,12050,Cooma-Monaro (A),0.0033098,0.3309809
101031014,Cooma,12050,Cooma-Monaro (A),0.9833683,98.3368277
101031014,Cooma,17050,Snowy River (A),0.0166317,1.6631723
101031015,Cooma Region,12050,Cooma-Monaro (A),0.7694357,76.9435672
101031015,Cooma Region,17050,Snowy River (A),0.2305621,23.0562123
101031016,Jindabyne - Berridale,17050,Snowy River (A),1,100
101041017,Batemans Bay,12750,Eurobodalla (A),1,100
101041018,Batemans Bay - South,12750,Eurobodalla (A),1,100
101041019,Bega - Tathra,10550,Bega Valley (A),1,100
101041020,Bega-Eden Hinterland,10550,Bega Valley (A),0.9974854,99.7485366
101041020,Bega-Eden Hinterland,11000,Bombala (A),0.0001198,0.0119801
101041020,Bega-Eden Hinterland,12750,Eurobodalla (A),0.0023948,0.2394834
101041021,Broulee - Tomakin,12750,Eurobodalla (A),1,100
101041022,Deua - Wadbilliga,10550,Bega Valley (A),0.4897938,48.9793815
101041022,Deua - Wadbilliga,12750,Eurobodalla (A),0.5101892,51.0189175
101041023,Eden,10550,Bega Valley (A),1,100
101041024,Eurobodalla Hinterland,12750,Eurobodalla (A),0.9414472,94.1447246
101041024,Eurobodalla Hinterland,16950,Shoalhaven (C),0.0585528,5.8552754
101041025,Merimbula - Tura Beach,10550,Bega Valley (A),1,100
101041026,Moruya - Tuross Head,12750,Eurobodalla (A),1,100
101041027,Narooma - Bermagui,10550,Bega Valley (A),0.2478034,24.7803382
101041027,Narooma - Bermagui,12750,Eurobodalla (A),0.7521966,75.2196618
102011028,Avoca Beach - Copacabana,13100,Gosford (C),0.9999999,99.9999857
102011029,Box Head - MacMasters Beach,13100,Gosford (C),1,100
102011030,Calga - Kulnura,13100,Gosford (C),0.914766,91.476603
102011030,Calga - Kulnura,18550,Wyong (A),0.085234,8.523397
102011031,Erina - Green Point,13100,Gosford (C),1,100
102011032,Gosford - Springfield,13100,Gosford (C),1,100
102011033,Kariong,13100,Gosford (C),1,100
102011034,Kincumber - Picketts Valley,13100,Gosford (C),1,100
102011035,Narara,13100,Gosford (C),1,100
102011036,Niagara Park - Lisarow,13100,Gosford (C),1,100
102011037,Point Clare - Koolewong,13100,Gosford (C),1,100
102011038,Saratoga - Davistown,13100,Gosford (C),1,100
102011039,Terrigal - North Avoca,13100,Gosford (C),1,100
102011040,Umina - Booker Bay - Patonga,13100,Gosford (C),1,100
102011041,Wamberal - Forresters Beach,13100,Gosford (C),0.9677666,96.7766624
102011041,Wamberal - Forresters Beach,18550,Wyong (A),0.0322333,3.2233266
102011042,Woy Woy - Blackwall,13100,Gosford (C),0.9999999,99.9999925
102011043,Wyoming,13100,Gosford (C),1,100
102021044,Bateau Bay - Killarney Vale,18550,Wyong (A),1,100
102021045,Blue Haven - San Remo,18550,Wyong (A),1,100
102021046,Budgewoi - Buff Point - Halekulani,18550,Wyong (A),1,100
102021047,Chittaway Bay - Tumbi Umbi,18550,Wyong (A),1,100
102021048,Gorokan - Kanwal - Charmhaven,18550,Wyong (A),1,100
102021049,Jilliby - Yarramalong,18550,Wyong (A),1,100
102021050,Lake Munmorah - Mannering Park,18550,Wyong (A),0.9999999,99.9999901
102021051,Ourimbah - Fountaindale,18550,Wyong (A),1,100
102021052,Summerland Point - Gwandalan,18550,Wyong (A),1,100
102021053,The Entrance,18550,Wyong (A),1,100
102021054,Toukley - Norah Head,18550,Wyong (A),1,100
102021055,Tuggerah - Kangy Angy,18550,Wyong (A),1,100
102021056,Warnervale - Wadalba,18550,Wyong (A),1,100
102021057,Wyong,18550,Wyong (A),1,100
103011058,Bathurst,10470,Bathurst Regional (A),1,100
103011059,Bathurst - East,10470,Bathurst Regional (A),1,100
103011060,Bathurst Region,10470,Bathurst Regional (A),0.9093669,90.936692
103011060,Bathurst Region,14870,Lithgow (C),0.002421,0.242104
103011060,Bathurst Region,16100,Oberon (A),0.088212,8.821204
103011061,Oberon,16100,Oberon (A),1,100
103021062,Condobolin,12900,Forbes (A),0.0091457,0.914568
103021062,Condobolin,14600,Lachlan (A),0.9362735,93.6273454
103021062,Condobolin,16200,Parkes (A),0.0545809,5.4580866
103021063,Cowra,12350,Cowra (A),1,100
103021064,Cowra Region,11400,Cabonne (A),0.4016923,40.169231
103021064,Cowra Region,12350,Cowra (A),0.5983077,59.830769
103021065,Forbes,11400,Cabonne (A),0.0752908,7.5290813
103021065,Forbes,12900,Forbes (A),0.9213766,92.1376554
103021065,Forbes,14600,Lachlan (A),0.0015117,0.151167
103021065,Forbes,18100,Weddin (A),0.001821,0.1820962
103021066,Grenfell,18100,Weddin (A),1,100
103021067,Parkes (NSW),16200,Parkes (A),1,100
103021068,Parkes Region,11400,Cabonne (A),0.013723,1.3723034
103021068,Parkes Region,12900,Forbes (A),0.0219148,2.1914805
103021068,Parkes Region,16200,Parkes (A),0.9643622,96.4362161
103021069,West Wyalong,10800,Bland (A),1,100
103031070,Lithgow,14870,Lithgow (C),1,100
103031071,Lithgow Region,10470,Bathurst Regional (A),0.0002534,0.0253426
103031071,Lithgow Region,14870,Lithgow (C),0.9997466,99.9746574
103031072,Mudgee,15270,Mid-Western Regional (A),1,100
103031073,Mudgee Region - East,14870,Lithgow (C),0.0002996,0.0299628
103031073,Mudgee Region - East,15270,Mid-Western Regional (A),0.9997004,99.9700372
103031074,Mudgee Region - West,10470,Bathurst Regional (A),0.002413,0.2413042
103031074,Mudgee Region - West,15270,Mid-Western Regional (A),0.8540917,85.4091746
103031074,Mudgee Region - West,18020,Warrumbungle Shire (A),0.1434947,14.3494709
103031075,Wollangambe - Wollemi,10900,Blue Mountains (C),0.0022182,0.2218219
103031075,Wollangambe - Wollemi,14870,Lithgow (C),0.9955019,99.5501944
103031075,Wollangambe - Wollemi,17000,Singleton (A),0.0022798,0.2279837
103041076,Blayney,10850,Blayney (A),0.9968593,99.6859337
103041076,Blayney,12350,Cowra (A),0.0031407,0.3140663
103041077,Orange,16150,Orange (C),1,100
103041078,Orange - North,11400,Cabonne (A),0.0100962,1.0096209
103041078,Orange - North,16150,Orange (C),0.9899038,98.9903791
103041079,Orange Region,11400,Cabonne (A),0.8368629,83.6862923
103041079,Orange Region,16150,Orange (C),0.1601362,16.0136187
103041079,Orange Region,18150,Wellington (A),0.0030009,0.300089
104011080,Grafton,11730,Clarence Valley (A),1,100
104011081,Grafton Region,11730,Clarence Valley (A),0.9999996,99.9999601
104011082,Maclean - Yamba - Iluka,11730,Clarence Valley (A),0.9999999,99.9999937
104021083,Bellingen,10600,Bellingen (A),0.9994735,99.9473514
104021083,Bellingen,15700,Nambucca (A),0.0005265,0.0526486
104021084,Coffs Harbour - North,11800,Coffs Harbour (C),1,100
104021085,Coffs Harbour - South,11800,Coffs Harbour (C),1,100
104021086,Coramba - Nana Glen - Bucca,11800,Coffs Harbour (C),1,100
104021087,Dorrigo,10600,Bellingen (A),0.6912745,69.1274501
104021087,Dorrigo,11730,Clarence Valley (A),0.130055,13.0054963
104021087,Dorrigo,11800,Coffs Harbour (C),0.1786705,17.8670536
104021088,Korora - Emerald Beach,11800,Coffs Harbour (C),1,100
104021089,Sawtell - Boambee,11800,Coffs Harbour (C),1,100
104021090,Urunga,10600,Bellingen (A),1,100
104021091,Woolgoolga - Arrawarra,11800,Coffs Harbour (C),0.9999998,99.9999825
105011092,Bourke - Brewarrina,10950,Bogan (A),0.0002337,0.0233712
105011092,Bourke - Brewarrina,11150,Bourke (A),0.6702436,67.0243558
105011092,Bourke - Brewarrina,11200,Brewarrina (A),0.3295225,32.9522496
105011093,Cobar,10950,Bogan (A),0.0016952,0.1695212
105011093,Cobar,11750,Cobar (A),0.9983048,99.8304788
105011094,Coonamble,12150,Coonamble (A),0.9405544,94.0554428
105011094,Coonamble,17950,Warren (A),0.0594456,5.9445572
105011095,Nyngan - Warren,10950,Bogan (A),0.5537637,55.3763691
105011095,Nyngan - Warren,11200,Brewarrina (A),0.0035508,0.3550812
105011095,Nyngan - Warren,14600,Lachlan (A),0.000767,0.0767022
105011095,Nyngan - Warren,17950,Warren (A),0.4419185,44.1918475
105011096,Walgett - Lightning Ridge,11200,Brewarrina (A),0.0493289,4.9328946
105011096,Walgett - Lightning Ridge,12150,Coonamble (A),0.001466,0.1465989
105011096,Walgett - Lightning Ridge,17900,Walgett (A),0.9456872,94.5687247
105011096,Walgett - Lightning Ridge,17950,Warren (A),0.0035178,0.3517817
105021097,Broken Hill,11250,Broken Hill (C),1,100
105021098,Far West,11700,Central Darling (A),0.7438333,74.3833328
105021098,Far West,19399,Unincorporated NSW,0.2561667,25.6166672
105031099,Coonabarabran,12150,Coonamble (A),0.0024454,0.2445438
105031099,Coonabarabran,18020,Warrumbungle Shire (A),0.9975546,99.7554562
105031100,Dubbo - East,12600,Dubbo (C),1,100
105031101,Dubbo - South,12600,Dubbo (C),1,100
105031102,Dubbo - West,12600,Dubbo (C),1,100
105031103,Dubbo Region,11400,Cabonne (A),0.0181797,1.8179697
105031103,Dubbo Region,12600,Dubbo (C),0.9307675,93.076755
105031103,Dubbo Region,18150,Wellington (A),0.0510528,5.1052753
105031104,Gilgandra,12950,Gilgandra (A),0.9796469,97.9646942
105031104,Gilgandra,17950,Warren (A),0.0203531,2.0353058
105031105,Narromine,15850,Narromine (A),0.9863946,98.6394641
105031105,Narromine,17950,Warren (A),0.0136054,1.3605359
105031106,Wellington,11400,Cabonne (A),0.0496346,4.9634596
105031106,Wellington,18150,Wellington (A),0.9503652,95.0365172
106011107,Branxton - Greta - Pokolbin,11720,Cessnock (C),0.7830483,78.3048326
